# n_cont p_<4   p_<6  p_<8
   0    100     24      0
   1    121     32      5
   2    323     55     14
   3    649    119     24
   4    873    327     65
   5    680    559    114
   6    501    710    321
   7    398    786    594
   8    246    557    693
   9    106    507    711
  10      3    267    807
  11      0     47    394
  12      0     10    170
  13      0      0     63
  14      0      0     25
