# n_cont p_<4   p_<6  p_<8
   0    533    219     69
   1   1090    550    186
   2   1099    941    535
   3    902   1127    895
   4    268    758   1094
   5    108    344    830
   6      0     47    311
   7      0     14     56
   8      0      0     24
