# n_cont p_<4   p_<6  p_<8
   0      8      0      0
   1    358     55      0
   2    692    215     34
   3   1106    567    133
   4   1099   1126    441
   5    516   1035    841
   6    189    617    872
   7     26    262    770
   8      6     89    545
   9      0     30    237
  10      0      4    127
